"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","MNS","MATH-QC","MATH","  92M0044","ACT Math Level I M2 00-44","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  92M1020","CUNY Math Placement S2 10-20","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","MATH-QC","MATH","  92M4599","ACT Math Level I M2 45-99","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  93M0009","CUNY Math Placement S3 < 10","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  93M0050","ACT Math Level II M3 00-50","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  93M1020","CUNY Math Placement S3 10-20","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  93M1520","CUNY Math Placement S3 15-20","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","MATH-QC","MATH","  93M5199","ACT Math Level II M3 51-99","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  94M0408","CUNY Math Placement S4 04-08","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  95M0054","ACT Math Level II M5 00-54","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  95M0912","CUNY Math Placement S5 09-12","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","MATH-QC","MATH","  95M5599","ACT Math Level II M5 55-99","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH"," 110","Math Literacy","Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any pre calculus or calculus course.","0010","","","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/30/2014","000003392","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 110","Math Literacy","Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any pre calculus or calculus course.","0020","And","","Requiremnt","Co-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/30/2014","000003392","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","MNS","MATH-QC","MATH"," 110M","Math Requirement Met","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH"," 113","Ideas in Mathematics","","","","","","","","","","","","","","","","","","","","","No Consent","08/01/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0010","","","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/26/2017","000003649","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0020","And","(","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","MATH-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","MATH-BA","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0030","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","MATH712-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","MATH712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0040","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","PHYS-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","PHYS-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0050","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","PHYS-BS","","Y","Y","Y","Y","","No Consent","06/26/2017","","PHYS-BS","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0060","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","PHYS712-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","PHYS712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0070","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","CHEM-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","CHEM-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0007"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0080","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","CHEM-BS","","Y","Y","Y","Y","","No Consent","06/26/2017","","CHEM-BS","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0008"
"QNS01","MNS","MATH-QC","MATH"," 114","Elementary Prob&Stat","Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114W, 241, 611, 621, or 633.","0090","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","CHEM712-BA",")","Y","Y","Y","Y","","No Consent","06/26/2017","","CHEM712-BA","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0009"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0010","","","Course","Pre-Rqs","ENGL"," 110","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/26/2017","","","QNS01","","","","SMPL","007747","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0020","And","","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/26/2017","000003648","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0030","And","(","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","MATH-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","MATH-BA","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0040","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","MATH712-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","MATH712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0050","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","PHYS-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","PHYS-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0060","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","PHYS-BS","","Y","Y","Y","Y","","No Consent","06/26/2017","","PHYS-BS","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0070","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","PHYS712-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","PHYS712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0007"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0080","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","CHEM-BA","","Y","Y","Y","Y","","No Consent","06/26/2017","","CHEM-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0008"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0090","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","CHEM-BS","","Y","Y","Y","Y","","No Consent","06/26/2017","","CHEM-BS","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0009"
"QNS01","MNS","MATH-QC","MATH"," 114W","Elementary Prob&Stat","PRE: ENGL 110.  Not open to mathematics, physics, or chemistry majors, or to students receiving credit for MATH 114, 241, 611, 621, or 633.","0100","Or","","Condition","","","","","0.000","0.00","Acad Plan","Not Equal","CHEM712-BA",")","Y","Y","Y","Y","","No Consent","06/26/2017","","CHEM712-BA","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0010"
"QNS01","MNS","MATH-QC","MATH"," 115","College Algebra for Precalc","Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any pre calculus or calculus course.","0010","","","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","12/01/2014","000003392","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 115","College Algebra for Precalc","Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any pre calculus or calculus course.","0020","And","","Requiremnt","Co-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","12/01/2014","000003392","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","MNS","MATH-QC","MATH"," 116","Mathematics of Finance","","","","","","","","","","","","","","","","","","","","","No Consent","08/01/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH"," 119","Math/Elem Sch Teach","","","","","","","","","","","","","","","","","","","","","No Consent","05/01/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH"," 120","Discrete Math Csci","PRE: MATH 122 MIN GRADE C-","0010","","","Course","Pre-Rqs","MATH"," 122","C-","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","05/01/2013","","","QNS01","","","","SMPL","011248","","","0.00","ALL","N","N","1.70","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 122","Precalculus","PRE:  MATH 115 with minimum grade of C-.  Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any calculus course.","0010","","","Course","Pre-Rqs","MATH"," 115","C-","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/27/2016","","","QNS01","","","","SMPL","011241","","","0.00","ALL","N","N","1.70","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 122","Precalculus","PRE:  MATH 115 with minimum grade of C-.  Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any calculus course.","0020","And","","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/27/2016","000002537","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","MNS","MATH-QC","MATH"," 122","Precalculus","PRE:  MATH 115 with minimum grade of C-.  Not open to students who are taking or have received credit, including transfer credit or advanced placement credit, for any calculus course.","0030","And","","Requiremnt","Co-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/27/2016","000002537","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","MNS","MATH-QC","MATH"," 131","Calc Applc Soc Sci I","PRE: MATH 122 min grade C-, or placement by departmental exam, or permission of the department.  Not open to students who are taking other calculus course or have received credit, including transfer credit or advanced placement, for any calculus course.","0010","","","Course","Pre-Rqs","MATH"," 122","C-","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","06/30/2014","","","QNS01","","","","SMPL","011248","","","0.00","ALL","N","N","1.70","0.00","","","","0","0","","","0.00","0001"
"QNS01","MNS","MATH-QC","MATH"," 131","Calc Applc Soc Sci I","PRE: MATH 122 min grade C-, or placement by departmental exam, or permission of the department.  Not open to students who are taking other calculus course or have received credit, including transfer credit or advanced placement, for any calculus course.","0020","And","(","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/30/2014","000003393","","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","MNS","MATH-QC","MATH"," 131","Calc Applc Soc Sci I","PRE: MATH 122 min grade C-, or placement by departmental exam, or permission of the department.  Not open to students who are taking other calculus course or have received credit, including transfer credit or advanced placement, for any calculus course.","0030","Or","","Requiremnt","Co-Rqs","","","","0.000","0.00","","","",")","Y","Y","Y","Y","","No Consent","06/30/2014","000003393","","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
